"draw_no","draw_date","num1","num2","num3","num4","num5","num6","bonus","first_winner_count","first_prize_amount","first_total_amount","second_winner_count","second_prize_amount","third_winner_count","third_prize_amount","total_sales_amount"
"522","2012-12-01","4","5","13","14","37","41","11","6","2281623000","13689738000","39","58503154","1495","1526170","57053378000"
"523","2012-12-08","1","4","37","38","40","45","7","7","1780355840","12462490875","43","48304229","1557","1334029","53678449000"
"524","2012-12-15","10","11","29","38","41","45","21","4","3491695594","13966782375","36","64661030","1338","1739759","55662103000"
"525","2012-12-22","11","23","26","29","39","44","22","9","1501132375","13510191375","41","54919478","1543","1459300","55566007000"
"526","2012-12-29","7","14","17","20","35","39","31","9","1491031959","13419287625","49","45643836","1539","1453248","56527807000"
"527","2013-01-05","1","12","22","32","33","42","38","13","1032386366","13421022750","29","77132315","1967","1137183","56985634000"
"528","2013-01-12","5","17","25","31","39","40","10","11","1197889125","13176780375","86","25536397","1811","1212662","57548541000"
"529","2013-01-19","18","20","24","27","31","42","39","8","1749114797","13992918375","33","70671305","1502","1552699","57645779000"
"530","2013-01-26","16","23","27","29","33","41","22","11","1231656239","13548218625","40","56450911","1449","1558342","56241083000"
"531","2013-02-02","1","5","9","21","27","35","45","9","1521519750","13693677750","42","54339992","1618","1410557","57567064000"
"532","2013-02-09","16","17","23","24","29","44","3","7","2216896286","15518274000","26","99476116","1480","1747554","61687384000"
"533","2013-02-16","9","14","15","17","31","33","23","8","1785671579","14285372625","44","54111260","1517","1569477","59275357000"
"534","2013-02-23","10","24","26","29","37","38","32","1","14215763250","14215763250","55","43078071","1537","1541506","59227462000"
"535","2013-03-02","11","12","14","15","18","39","34","3","4935603000","14806809000","31","79606500","1512","1632144","60523884000"
"536","2013-03-09","7","8","18","32","37","43","12","11","1308523603","14393759625","40","59973999","1676","1431361","59763469000"
"537","2013-03-16","12","23","26","30","36","43","11","7","2104038911","14728272375","35","70134631","1444","1699940","59453323000"
"538","2013-03-23","6","10","18","31","32","34","11","3","4688021625","14064064875","48","48833559","1724","1359636","59233373000"
"539","2013-03-30","3","19","22","31","42","43","26","9","1621036667","14589330000","42","57894167","1519","1600761","59168870000"
"540","2013-04-06","3","12","13","15","34","36","14","7","1989365250","13925556750","26","89266390","1409","1647216","56739658000"
"541","2013-04-13","8","13","26","28","32","34","43","11","1269327171","13962598875","40","58177496","1444","1611565","57087047000"
"542","2013-04-20","5","6","19","26","41","45","34","6","2335152563","14010915375","26","89813561","1456","1603814","56949161000"
"543","2013-04-27","13","18","26","31","34","44","12","12","1112934844","13355218125","47","47358930","1968","1131032","56570245000"
"544","2013-05-04","5","17","21","25","36","44","10","13","1046388433","13603049625","47","48237765","1527","1484725","56056189000"
"545","2013-05-11","4","24","25","27","34","35","2","11","1198994353","13188937875","42","52337056","1497","1468375","55967171000"
"546","2013-05-18","8","17","20","27","37","43","6","30","405939950","12178198500","55","36903632","3110","652637","56713166000"
"547","2013-05-25","6","7","15","22","34","39","28","5","2838444450","14192222250","54","43803156","1548","1528018","57968466000"
"548","2013-06-01","1","12","13","21","32","45","14","8","1736871891","13894975125","46","50344113","1646","1406944","57771827000"
"549","2013-06-08","29","31","35","38","40","44","17","8","1760805047","14086440375","35","67078288","1487","1578844","56864611000"
"550","2013-06-15","1","7","14","20","34","37","41","11","1118679205","12305471250","58","35360550","2728","751801","56441770000"
"551","2013-06-22","3","6","20","24","27","44","25","1","13526973750","13526973750","32","70452989","1440","1565622","56989370000"
"552","2013-06-29","1","10","20","32","35","40","43","10","1330824225","13308242250","45","49289787","1808","1226793","57602386000"
"553","2013-07-06","2","7","17","28","29","39","37","6","2249631438","13497788625","52","43262144","1647","1365897","56487483000"
"554","2013-07-13","13","14","17","32","41","42","6","2","6813893625","13627787250","41","55397510","1484","1530525","56124466000"
"555","2013-07-20","11","17","21","24","26","36","12","8","1711027360","13688218875","46","49594996","1554","1468063","57273817000"
"556","2013-07-27","12","20","23","28","30","44","43","7","2005209161","14036464125","41","57058798","1411","1657981","57374791000"
"557","2013-08-03","4","20","26","28","35","40","31","7","1888069286","13216485000","43","51226687","1503","1465568","55086560000"
"558","2013-08-10","12","15","19","26","40","43","29","10","1315913663","13159136625","51","43003715","1408","1557663","54939001000"
"559","2013-08-17","11","12","25","32","44","45","23","7","1926145608","13483019250","42","53504045","1566","1434975","55733418000"
"560","2013-08-24","1","4","20","23","29","45","28","7","1976697215","13836880500","40","57653669","1476","1562431","56565298000"
"561","2013-08-31","5","7","18","37","42","45","20","5","2753712225","13768561125","41","55969761","1434","1600252","56638383000"
"562","2013-09-07","4","11","13","17","20","31","33","11","1166694614","12833640750","51","41940003","1789","1195607","56288212000"
"563","2013-09-14","5","10","16","17","31","32","21","7","1932735643","13529149500","38","59338375","1642","1373239","57320132000"
"564","2013-09-21","14","19","25","26","27","34","2","7","1934801143","13543608000","32","70539625","1649","1368871","58012468000"
"565","2013-09-28","4","10","18","27","40","45","38","8","1742064469","13936515750","39","59557760","1866","1244777","59556622000"
"566","2013-10-05","4","5","6","25","26","43","41","4","3508951032","14035804125","35","66837163","1555","1504374","57666611000"
"567","2013-10-12","1","10","15","16","32","41","28","6","2318659438","13911956625","53","43748292","1547","1498811","57439471000"
"568","2013-10-19","1","3","17","20","31","44","40","10","1305167550","13051675500","50","43505585","1845","1179014","57681628000"
"569","2013-10-26","3","6","13","23","24","35","1","4","3467925188","13871700750","36","64220837","1706","1355188","58441902000"
"570","2013-11-02","1","12","26","27","29","33","42","9","1527791625","13750124625","38","60307565","1573","1456890","57654279000"
"571","2013-11-09","11","18","21","26","38","43","29","7","1966538465","13765769250","33","69524088","1506","1523437","56493528000"
"572","2013-11-16","3","13","18","33","37","45","1","8","1668216188","13345729500","53","41967703","1734","1282750","56473602000"
"573","2013-11-23","2","4","20","34","35","43","14","8","1645691766","13165534125","50","43885114","1622","1352809","56092721000"
"574","2013-11-30","14","15","16","19","25","43","2","2","6965184938","13930369875","33","70355404","1259","1844106","55882933000"
"575","2013-12-07","2","8","20","30","33","34","6","8","1699267875","13594143000","45","50348678","1488","1522642","56330738000"
"576","2013-12-14","10","11","15","25","35","41","13","3","4321966000","12965898000","54","40018204","1561","1384359","54691148000"
"577","2013-12-21","16","17","22","31","34","37","33","3","4484438375","13453315125","42","53386172","1526","1469345","57010827000"
"578","2013-12-28","5","12","14","32","34","42","16","5","2796466575","13982332875","43","54195089","1615","1442966","58584741000"
"579","2014-01-04","5","7","20","22","37","42","39","11","1396068444","15356752884","46","55640409","1769","1446840","63532871000"
"580","2014-01-11","5","7","9","11","32","35","33","7","2028610500","14200273500","42","56350292","1665","1421449","60514216000"
"581","2014-01-18","3","5","14","20","42","44","33","8","1844554547","14756436376","39","63061694","1384","1777028","60257457000"
"582","2014-01-25","2","12","14","33","40","41","25","4","3560558719","14242234876","57","41643962","1631","1455369","59306953000"
"583","2014-02-01","8","17","27","33","40","44","24","11","1341848353","14760331883","51","48236379","1826","1347238","62675295000"
"584","2014-02-08","7","18","30","39","40","41","36","3","5033183250","15099549750","32","78643489","1464","1718984","61343856000"
"585","2014-02-15","6","7","10","16","38","41","4","9","1620546334","14584917006","45","54018212","1528","1590851","60253002000"
"586","2014-02-22","2","7","12","15","21","34","5","8","1778354344","14226834752","46","51546503","1570","1510280","59502096000"
"587","2014-03-01","14","21","29","31","32","37","17","3","4974577375","14923732125","43","57843923","1437","1730890","59715499000"
"588","2014-03-08","2","8","15","22","25","41","30","5","2889342075","14446710375","43","55995002","1676","1436626","59533101000"
"589","2014-03-15","6","8","28","33","38","39","22","7","2136877983","14958145881","42","59357722","1559","1599118","60643729000"
"590","2014-03-22","20","30","36","38","41","45","23","7","2185183983","15296287881","31","82238107","1370","1860863","60003131000"
"591","2014-03-29","8","13","14","30","38","39","5","5","2964676200","14823381000","38","65014829","1483","1665923","59373946000"
"592","2014-04-05","2","5","6","13","28","44","43","6","2356381688","14138290128","28","84156489","1406","1675948","58097477000"
"593","2014-04-12","9","10","13","24","33","38","28","9","1532833500","13795501500","62","37084682","1818","1264715","59368204000"
"594","2014-04-19","2","8","13","25","28","37","3","11","1255592796","13811520756","42","54807623","1750","1315383","57764442000"
"595","2014-04-26","8","24","28","35","38","40","5","8","1744525219","13956201752","54","43074697","1501","1549656","57797288000"
"596","2014-05-03","3","4","12","14","25","43","17","10","1328267663","13282676630","41","53994621","1651","1340872","56561071000"
"597","2014-05-10","8","10","23","24","35","43","37","13","1057920606","13752967878","46","49829594","1532","1496189","56832361000"
"598","2014-05-17","4","12","24","33","38","45","22","16","833998594","13343977504","50","44479925","2053","1083291","57518550000"
"599","2014-05-24","5","12","17","29","34","35","27","8","1710918329","13687346632","43","53051732","1685","1353843","57381791000"
"600","2014-05-31","5","11","14","27","29","36","44","15","901798725","13526980875","41","54987728","1518","1485176","56372519000"
"601","2014-06-07","2","16","19","31","34","35","37","9","1524565209","13721086881","28","81673137","1516","1508475","55868455000"
"602","2014-06-14","13","14","22","27","30","38","2","8","1689530860","13516246880","42","53635901","1675","1344901","56262855000"
"603","2014-06-21","2","19","25","26","27","43","28","4","3452136563","13808546252","30","76714146","1363","1688500","56276650000"
"604","2014-06-28","2","6","18","21","33","34","30","11","1229141557","13520557127","36","62595172","1451","1553016","56266399000"
"605","2014-07-05","1","2","7","9","10","38","42","9","1394232250","12548090250","40","52283710","2286","914851","56622924000"
"606","2014-07-12","1","5","6","14","20","39","22","10","1311566850","13115668500","44","49680563","1542","1417604","56928896000"
"607","2014-07-19","8","14","23","36","38","39","13","4","3494480907","13977923628","35","66561542","1448","1608878","56806213000"
"608","2014-07-26","4","8","18","19","39","44","41","7","1943530018","13604710126","32","70857866","1516","1495681","56146117000"
"609","2014-08-02","4","8","27","34","39","40","13","2","6339311438","12678622876","47","44959656","1621","1303581","54858201000"
"610","2014-08-09","14","18","20","23","28","36","33","4","3516018375","14064073500","34","68941537","1398","1676690","56862756000"
"611","2014-08-16","2","22","27","33","36","37","14","4","3502706157","14010824628","47","49683776","1486","1571425","57411079000"
"612","2014-08-23","6","9","18","19","25","33","40","11","1181705250","12998757750","59","36719655","1833","1181921","56931314000"
"613","2014-08-30","7","8","11","16","41","44","35","9","1549831209","13948480881","30","77491561","1538","1511539","57986249000"
"614","2014-09-06","8","21","25","39","40","44","18","6","2540975438","15245852628","46","55238597","1523","1668402","62301977000"
"615","2014-09-13","10","17","18","19","23","27","35","9","1535062417","13815561753","31","74277214","1670","1378799","59072378000"
"616","2014-09-20","5","13","18","23","40","45","3","9","1611811250","14506301250","49","49341161","1700","1422187","60303360000"
"617","2014-09-27","4","5","11","12","24","27","28","8","1629701860","13037614880","43","50533391","1993","1090284","58958123000"
"618","2014-10-04","8","16","25","30","42","43","15","5","2881326225","14406631125","45","53357894","1581","1518726","58550803000"
"619","2014-10-11","6","8","13","30","35","40","21","3","4612479375","13837438125","59","39088809","1712","1347103","58822925000"
"620","2014-10-18","2","16","17","32","39","45","40","7","2028283233","14197982631","44","53780238","1661","1424643","58342777000"
"621","2014-10-25","1","2","6","16","19","42","9","6","2359723500","14158341000","62","38060057","1555","1517508","59407216000"
"622","2014-11-01","9","15","16","21","28","34","24","9","1630598292","14675384628","34","71938160","1629","1501472","59601329000"
"623","2014-11-08","7","13","30","39","41","45","25","8","1813702594","14509620752","35","69093433","1456","1660900","58504142000"
"624","2014-11-15","1","7","19","26","27","35","16","5","2763729450","13818647250","61","37755867","1574","1463220","57832726000"
"625","2014-11-22","3","6","7","20","21","39","13","5","2765184675","13825923375","45","51207124","1654","1393181","58614979000"
"626","2014-11-29","13","14","26","33","40","43","15","8","1717871110","13742968880","45","50899885","1766","1296996","58986187000"
"627","2014-12-06","2","9","22","25","31","45","12","10","1352230650","13522306500","35","64391936","1532","1471096","55981334000"
"628","2014-12-13","1","7","12","15","23","42","11","9","1499942875","13499485875","37","60808495","1628","1382012","57253109000"
"629","2014-12-20","19","28","31","38","43","44","1","5","2919433575","14597167875","34","71554745","1321","1841682","57618701000"
"630","2014-12-27","8","17","21","24","27","31","15","3","4836305500","14508916500","48","50378183","1631","1482620","61335894000"
"631","2015-01-03","1","2","4","23","31","34","8","4","3919853532","15679414128","46","56809472","1676","1559210","65300621000"
"632","2015-01-10","15","18","21","32","35","44","6","11","1432587716","15758464876","52","50507901","1645","1596603","63066603000"
"633","2015-01-17","9","12","19","20","39","41","13","12","1217257094","14607085128","47","51798175","1789","1360825","62015797000"
"634","2015-01-24","4","10","11","12","20","27","38","13","1077935106","14013156378","54","43250483","2208","1057757","63149567000"
"635","2015-01-31","11","13","25","26","29","33","32","8","1855587235","14844697880","35","70689038","1650","1499465","62429621000"
"636","2015-02-07","6","7","15","16","20","31","26","8","1832362219","14658897752","44","55526128","1973","1238292","62786394000"
"637","2015-02-14","3","16","22","37","38","44","23","4","3899241094","15596964376","45","57766535","1637","1587963","63504865000"
"638","2015-02-21","7","18","22","24","31","34","6","7","2229403179","15605822253","41","63438302","1719","1513072","64319586000"
"639","2015-02-28","6","15","22","23","25","32","40","4","4061185219","16244740876","45","60165707","1628","1663058","66202599000"
"640","2015-03-07","14","15","18","21","26","35","23","9","1728768834","15558919506","48","54024027","1639","1582156","64080502000"
"641","2015-03-14","11","18","21","36","37","43","12","8","1990074563","15920596504","50","53068655","1565","1695485","63773134000"
"642","2015-03-21","8","17","18","24","39","45","32","12","1251460438","15017525256","62","40369692","1815","1379020","63544224000"
"643","2015-03-28","15","24","31","32","33","40","13","6","2535763625","15214581750","43","58971248","1525","1662796","63110068000"
"644","2015-04-04","5","13","17","23","28","36","8","8","1831451204","14651609632","49","49835407","1879","1299593","61846599000"
"645","2015-04-11","1","4","16","26","40","41","31","4","3696297750","14785191000","28","88007090","1766","1395356","62661756000"
"646","2015-04-18","2","9","24","41","43","45","30","7","2215498393","15508488751","36","71798560","1522","1698258","62308090000"
"647","2015-04-25","5","16","21","23","24","30","29","7","2189725608","15328079256","44","58060907","1596","1600677","62314338000"
"648","2015-05-02","13","19","28","37","38","43","4","7","2120987947","14846915629","45","54988577","1631","1517159","60874405000"
"649","2015-05-09","3","21","22","33","41","42","20","5","2948042100","14740210500","45","54593373","1689","1454531","60473178000"
"650","2015-05-16","3","4","7","11","31","41","35","5","2849298900","14246494500","45","52764795","1814","1308940","60991082000"
"651","2015-05-23","11","12","16","26","29","44","18","8","1855306454","14842451632","35","70678342","1684","1468968","61494891000"
"652","2015-05-30","3","13","15","40","41","44","20","5","3003483525","15017417625","36","69525082","1504","1664165","60426977000"
"653","2015-06-06","5","6","26","27","38","39","1","14","980958670","13733421380","56","40873278","1997","1146172","59716037000"
"654","2015-06-13","16","21","26","31","36","43","6","8","1879301391","15034411128","69","36315003","1787","1402203","60697813000"
"655","2015-06-20","7","37","38","39","40","44","18","9","1661439625","14952956625","41","60784377","1610","1547926","60434801000"
"656","2015-06-27","3","7","14","16","31","40","39","2","7330002750","14660005500","48","50902797","1747","1398589","61328118000"
"657","2015-07-04","10","14","19","39","40","43","23","9","1694762792","15252865128","52","48887389","1562","1627494","61769837000"
"658","2015-07-11","8","19","25","28","32","36","37","9","1634031375","14706282375","38","64501239","1678","1460696","61131243000"
"659","2015-07-18","7","18","19","27","29","42","45","11","1336604216","14702646376","40","61261027","1765","1388352","61677747000"
"660","2015-07-25","4","9","23","33","39","44","14","10","1421272575","14212725750","48","49349743","1951","1214141","60813322000"
"661","2015-08-01","2","3","12","20","27","38","40","8","1713025547","13704204376","63","36254509","1830","1248107","59597375000"
"662","2015-08-08","5","6","9","11","15","37","26","8","1689733688","13517869504","43","52394844","1787","1260761","59164542000"
"663","2015-08-15","3","5","8","19","38","42","20","7","2080244143","14561709001","60","40449192","1627","1491673","61100704000"
"664","2015-08-22","10","20","33","36","41","44","5","10","1536801338","15368013380","44","58212172","1530","1674076","61921689000"
"665","2015-08-29","5","6","11","17","38","44","13","4","3643230375","14572921500","30","80960675","1790","1356883","61885874000"
"666","2015-09-05","2","4","6","11","17","28","16","6","2396901063","14381406378","47","50997895","1947","1231074","62652917000"
"667","2015-09-12","15","17","25","37","42","43","13","7","2228764393","15601350751","40","65005629","1543","1685176","63421632000"
"668","2015-09-19","12","14","15","24","27","32","3","5","2991158625","14955793125","56","44511290","1873","1330824","63346405000"
"669","2015-09-26","7","8","20","29","33","38","9","6","2708173188","16249039128","52","52080254","1949","1389520","67952211000"
"670","2015-10-03","11","18","26","27","40","41","25","12","1191725219","14300702628","39","61114114","2145","1111166","62242687000"
"671","2015-10-10","7","9","10","13","31","35","24","4","3722322844","14889291376","48","51698929","1778","1395697","63940807000"
"672","2015-10-17","8","21","28","31","36","45","43","9","1754745000","15792705000","46","57219946","1629","1615788","63542330000"
"673","2015-10-24","7","10","17","29","33","44","5","10","1491453300","14914533000","35","71021586","1864","1333560","63163578000"
"674","2015-10-31","9","10","14","25","27","31","11","8","1770565500","14164524000","48","49182375","1846","1278849","61386974000"
"675","2015-11-07","1","8","11","15","18","45","7","4","3514549032","14058196128","65","36046657","1806","1297361","60458623000"
"676","2015-11-14","1","8","17","34","39","45","27","8","1879726500","15037812000","63","39782572","1665","1505287","62147642000"
"677","2015-11-21","12","15","24","36","41","44","42","8","1921114407","15368915256","37","69229348","1701","1505871","62267624000"
"678","2015-11-28","4","5","6","12","25","37","45","6","2288490188","13730941128","41","55816834","1855","1233688","60887293000"
"679","2015-12-05","3","5","7","14","26","34","35","5","2863005600","14315028000","54","44182186","1829","1304450","62220918000"
"680","2015-12-12","4","10","19","29","32","42","30","14","1110570563","15547987882","44","58893894","1870","1385739","64245201000"
"681","2015-12-19","21","24","27","29","43","44","7","6","2696328938","16177973628","37","72873756","1441","1871152","63268253000"
"682","2015-12-26","17","23","27","35","38","43","2","4","4063713563","16254854252","56","48377543","1851","1463611","66757858000"
"683","2016-01-02","6","13","20","27","28","40","15","16","1010930883","16174894128","45","59907016","2704","996974","71940091000"
"684","2016-01-09","1","11","15","17","25","39","40","9","1688815709","15199341381","62","40858445","1968","1287208","66623887000"
"685","2016-01-16","6","7","12","28","38","40","18","11","1494367671","16438044381","52","52686040","1910","1434385","69126675000"
"686","2016-01-23","7","12","15","24","25","43","13","8","1937531719","15500253752","36","71760435","1863","1386676","65274010000"
"687","2016-01-30","1","8","10","13","28","42","45","6","2720029313","16320175878","38","71579719","1780","1528107","68044669000"
"688","2016-02-06","5","15","22","23","34","35","2","9","1967536750","17707830750","53","55685003","2107","1400715","73095612000"
"689","2016-02-13","7","17","19","30","36","38","34","7","2321775911","16252431377","44","61562241","1809","1497368","67460147000"
"690","2016-02-20","24","25","33","34","38","39","43","15","1126507625","16897614375","34","82831444","1772","1589317","69142025000"
"691","2016-02-27","15","27","33","35","43","45","16","6","2839296750","17035780500","31","91590218","1708","1662352","68590328000"
"692","2016-03-05","3","11","14","15","32","36","44","7","2301273697","16108915879","44","61018621","1770","1516848","66390499000"
"693","2016-03-12","1","6","11","28","34","42","30","10","1642763813","16427638130","43","63673016","1692","1618168","67352935000"
"694","2016-03-19","7","15","20","25","33","43","12","10","1555036388","15550363880","78","33227274","2286","1133739","67533257000"
"695","2016-03-26","4","18","26","33","34","38","14","11","1450214830","15952363130","66","40283746","1979","1343471","67672085000"
"696","2016-04-02","1","7","16","18","34","38","21","10","1632054413","16320544130","44","61820243","1721","1580530","67542971000"
"697","2016-04-09","2","5","8","11","33","39","31","10","1531443038","15314430380","90","28360057","1940","1315673","66966141000"
"698","2016-04-16","3","11","13","21","33","37","18","8","1921084125","15368673000","48","53363448","2088","1226746","66283268000"
"699","2016-04-23","4","5","8","16","21","29","3","8","1995411375","15963291000","50","53210970","1799","1478905","66743146000"
"700","2016-04-30","11","23","28","29","30","44","13","8","2082099188","16656793504","41","67710543","1562","1777294","66846276000"
"701","2016-05-07","3","10","14","16","36","38","35","10","1583183175","15831831750","40","65965966","1659","1590500","64454138000"
"702","2016-05-14","3","13","16","24","26","29","9","11","1465091387","16116005257","46","58391324","1819","1476636","66219854000"
"703","2016-05-21","10","28","31","33","41","44","21","5","3235784100","16178920500","51","52872290","1719","1568637","65728988000"
"704","2016-05-28","1","4","8","23","33","42","45","4","3865190344","15460761376","47","54825395","1906","1351938","65930117000"
"705","2016-06-04","1","6","17","22","28","45","23","4","3987206532","15948826128","49","54247708","1805","1472653","65859843000"
"706","2016-06-11","3","4","6","10","28","30","37","4","3831746063","15326984252","51","50088184","2108","1211811","65723488000"
"707","2016-06-18","2","12","19","24","39","44","35","12","1322167313","15866007756","74","35734252","2006","1318213","66813924000"
"708","2016-06-25","2","10","16","19","34","45","1","4","4099552219","16398208876","52","52558362","1712","1596399","66806307000"
"709","2016-07-02","10","18","30","36","39","44","32","14","1165271625","16313802750","44","61794708","1696","1603165","65592504000"
"710","2016-07-09","3","4","9","24","25","33","10","5","2895441150","14477205750","57","42331011","1990","1212497","65083972000"
"711","2016-07-16","11","15","24","35","37","45","42","7","2277413358","15941893506","44","60385961","1865","1424656","66152746000"
"712","2016-07-23","17","20","30","31","33","45","19","4","4034485125","16137940500","47","57226740","1727","1557416","66136318000"
"713","2016-07-30","2","5","15","18","19","23","44","9","1714720917","15432488253","50","51441628","1791","1436115","64646552000"
"714","2016-08-06","1","7","22","33","37","40","20","7","2085131733","14595922131","46","52883776","2029","1198943","64099989000"
"715","2016-08-13","2","7","27","33","41","44","10","6","2605510438","15633062628","61","42713286","1873","1391090","65794607000"
"716","2016-08-20","2","6","13","16","29","30","21","12","1358752157","16305025884","35","77642981","1743","1559096","67040169000"
"717","2016-08-27","2","11","19","25","28","32","44","6","2702433688","16214602128","47","57498590","1974","1369015","68597839000"
"718","2016-09-03","4","11","20","23","32","39","40","17","926166464","15744829888","64","41002162","2404","1091572","69400763000"
"719","2016-09-10","4","8","13","19","20","43","26","9","1879581334","16916232006","58","48609863","2020","1395729","71378392000"
"720","2016-09-17","1","12","29","34","36","37","41","14","1233770358","17272785012","37","77805338","1778","1619122","69939090000"
"721","2016-09-24","1","28","35","41","43","44","31","8","2273767360","18190138880","40","75792246","1607","1886553","71627567000"
"722","2016-10-01","12","14","21","30","39","43","45","4","4365422719","17461690876","46","63266996","1688","1724101","69446489000"
"723","2016-10-08","20","30","33","35","36","44","22","8","2114365360","16914922880","40","70478846","1777","1586469","67750231000"
"724","2016-10-15","2","8","33","35","37","41","14","12","1427789813","17133477756","55","51919630","1833","1557873","69987274000"
"725","2016-10-22","6","7","19","21","41","43","38","11","1579217250","17371389750","47","61600673","1795","1612943","70208676000"
"726","2016-10-29","1","11","21","23","34","44","24","14","1166872634","16336216876","56","48619694","2099","1297143","68799295000"
"727","2016-11-05","7","8","10","19","21","31","20","14","1115107742","15611508388","87","29907105","2064","1260620","67559139000"
"728","2016-11-12","3","6","10","30","34","37","36","5","3243464400","16217322000","56","48265840","1869","1446168","68306112000"
"729","2016-11-19","11","17","21","26","36","45","16","4","4198250719","16793002876","35","79966681","1875","1492712","68784161000"
"730","2016-11-26","4","10","14","15","18","22","39","8","2017382110","16139056880","45","59774285","1741","1544999","66934105000"
"731","2016-12-03","2","7","13","25","42","45","39","7","2340471054","16383297378","45","60678880","1908","1431106","69239673000"
"732","2016-12-10","2","4","5","17","27","32","43","7","2203270608","15422894256","45","57121831","2061","1247202","68645948000"
"733","2016-12-17","11","24","32","33","35","40","13","4","4016725125","16066900500","57","46979242","1966","1362064","69321488000"
"734","2016-12-24","6","16","37","38","41","45","18","9","1949395500","17544559500","36","81224813","1758","1663307","71457582000"
"735","2016-12-31","5","10","13","27","37","41","4","10","1847231588","18472315880","50","61574387","2269","1356862","77488209000"
"736","2017-01-07","2","11","17","18","21","27","6","5","3397362225","16986811125","54","52428430","2250","1258283","73510203000"
"737","2017-01-14","13","15","18","24","27","41","11","4","4283061000","17132244000","48","59486959","1937","1474122","70775944000"
"738","2017-01-21","23","27","28","38","42","43","36","11","1634191091","17976102001","48","62417021","1640","1826840","71768122000"
"739","2017-01-28","7","22","29","33","34","35","30","4","4744122282","18976489128","45","70283294","1942","1628604","77999661000"
"740","2017-02-04","4","8","9","16","17","19","31","18","936929792","16864736256","43","65367195","2447","1148668","75186520000"
"741","2017-02-11","5","21","27","34","44","45","16","6","3043595938","18261575628","55","55338108","1829","1664077","74392585000"
"742","2017-02-18","8","10","13","36","37","40","6","16","1111814813","17789037008","44","67382716","1986","1492870","73857792000"
"743","2017-02-25","15","19","21","34","41","44","10","7","2608641000","18260487000","46","66161185","1982","1535527","73436852000"
"744","2017-03-04","10","15","18","21","34","41","43","15","1155411575","17331173625","61","47352934","2779","1039414","73507293000"
"745","2017-03-11","1","2","3","9","12","23","10","20","746822982","14936459640","110","22631000","3692","674272","73575119000"
"746","2017-03-18","3","12","33","36","42","45","25","9","2038623709","18347613381","58","52723027","1904","1606059","74239579000"
"747","2017-03-25","7","9","12","14","23","28","17","9","1903214584","17128931256","59","48386812","2217","1287696","73337880000"
"748","2017-04-01","3","10","13","22","31","32","29","9","1928246542","17354218878","59","49023218","1937","1493222","72750277000"
"749","2017-04-08","12","14","24","26","34","45","41","13","1350104395","17551357135","64","45706660","1985","1473666","72252889000"
"750","2017-04-15","1","2","15","19","24","36","12","7","2522104286","17654730002","44","66873978","1779","1653994","72248100000"
"751","2017-04-22","3","4","16","20","28","44","17","8","2097968110","16783744880","69","40540447","2210","1265743","71534233000"
"752","2017-04-29","4","16","20","33","40","43","7","9","1870358834","16833229506","75","37407177","2036","1377966","71600822000"
"753","2017-05-06","2","17","19","24","37","41","3","6","2711105063","16266630378","58","46743191","1934","1401813","68915001000"
"754","2017-05-13","2","8","17","24","29","31","32","5","3427542000","17137710000","50","57125700","1856","1538947","70765850000"
"755","2017-05-20","13","14","26","28","30","36","37","8","2214427266","17715418128","54","54677217","1845","1600309","71300635000"
"756","2017-05-27","10","14","16","18","27","28","4","5","3414434700","17072173500","53","53686081","1866","1524846","70992946000"
"757","2017-06-03","6","7","11","17","33","44","1","21","739839858","15536637018","68","38079993","2657","974573","71053002000"
"758","2017-06-10","5","9","12","30","39","43","24","8","2078969954","16631759632","63","43999365","2170","1277401","71764259000"
"759","2017-06-17","9","33","36","40","42","43","32","6","3032670500","18196023000","44","68924330","1761","1722130","72632208000"
"760","2017-06-24","10","22","27","31","42","43","12","8","2253299391","18026395128","45","66764427","1749","1717782","72200797000"
"761","2017-07-01","4","7","11","24","42","45","30","7","2392730518","16749113626","52","53683057","2139","1305058","71415903000"
"762","2017-07-08","1","3","12","21","26","41","16","10","1631432063","16314320630","53","51302896","2044","1330261","70558895000"
"763","2017-07-15","3","8","16","32","34","43","10","8","2138130000","17105040000","45","63352000","2019","1412006","70652100000"
"764","2017-07-22","7","22","24","31","34","36","15","7","2459975465","17219828255","44","65226623","1908","1504178","70318932000"
"765","2017-07-29","1","3","8","12","42","43","33","15","1109214250","16638213750","54","51352512","2121","1307419","70972360000"
"766","2017-08-05","9","30","34","35","39","41","21","8","2173637297","17389098376","41","70687392","1734","1671386","69500769000"
"767","2017-08-12","5","15","20","31","34","42","22","15","1163768725","17456530875","46","63248301","1905","1527256","71285599000"
"768","2017-08-19","7","27","29","30","38","44","4","13","1363572260","17726439380","53","55743521","1849","1597841","72306975000"
"769","2017-08-26","5","7","11","16","41","45","4","9","1930760042","17376840378","55","52657093","1962","1476117","72873431000"
"770","2017-09-02","1","9","12","23","39","43","34","8","2163099329","17304794632","75","38455100","2302","1252882","74166379000"
"771","2017-09-09","6","10","17","18","21","29","30","4","4362644907","17450579628","49","59355714","2054","1415984","73545939000"
"772","2017-09-16","5","6","11","14","21","41","32","10","1769608838","17696088380","53","55648077","2027","1455032","74375369000"
"773","2017-09-23","8","12","19","21","31","35","44","11","1609403080","17703433880","58","50871937","2094","1409061","74560597000"
"774","2017-09-30","12","15","18","28","34","42","9","11","1709721512","18806936632","60","52241491","1956","1602500","77347021000"
